Covaldea_	Covaldea_i	Codigo	Nombre	Latitude	Longitude	X_coord	Y_coord	Muni_cov	Setaccu	Codemun	Ald88num	Ald74off	Ald74name	Depto74	Codemun74
3127	2573	132701	Virginia	13.99588458	-88.57385988	330026.4	1549696	1327	3	1327	132701	132700	VIRGINIA	13	1327
3128	1928	81702	El Jicarito	13.99471809	-87.02705123	497078.9	1549567	817	3	817	81702	81701	EL JICARITO	8	817
3129	1565	70601	Jacaleapa	13.9938048	-86.66856253	535790.3	1549466	706	3	706	70601	70600	JACALEAPA	7	706
3130	2246	100309	Santo Domingo	13.9934431	-88.28120137	361637.7	1549426	1003	3	1003	100309	100309	SANTO DOMINGO	10	1003
3131	2572	132705	Guaquincora	13.99336172	-88.53867374	333825.6	1549417	1327	3	1327	132705	132702	GUAJINCORA	13	1327
3132	2378	121004	La Florida	13.99245747	-87.87095511	405946	1549317	1210	3	1210	121004	121003	LA FLORIDA	12	1210
3133	1944	82501	Tatumbla	13.99109205	-87.1009096	489103.2	1549166	825	3	825	82501	82500	TATUMBLA	8	825
3134	1957	80143	Yaguacire	13.98914791	-87.21530949	476749.4	1548951	801	3	801	80143	80146	YAGUACIRE	8	801
3135	2258	100204	El Rosario	13.98880429	-88.37696086	351291.2	1548913	1002	3	1002	100204	100202	EL ROSARIO	10	1002
3136	2382	120614	Santa Rosita	13.98819845	-87.75399128	418576.2	1548846	1206	3	1206	120614	120613	SANTA ROSITA	12	1206
3137	2253	100407	Jiquinlaca	13.98598303	-88.35160447	354028.4	1548601	1004	3	1004	100407	100405	JINQUINLACA	10	1004
3138	2257	100210	San Lucas	13.98569367	-88.40723056	348019.4	1548569	1002	3	1002	100210	100206	SAN LUCAS	10	1002
3139	1573	71003	El Limoncillo	13.98530484	-86.72707736	529472.6	1548526	710	3	710	71003	71002	EL LIMONCILLO	7	710
3141	1626	70116	Los Lainez	13.98401176	-86.83882179	517405.5	1548383	701	3	701	70116	70114	LOS LAINEZ	7	701
3142	1574	71005	Las Delicias	13.98374049	-86.7487404	527133.4	1548353	710	3	710	71005	71004	LAS DELICIAS	7	710
3144	1627	70108	El Rancho del Obispo	13.98147082	-86.89039105	511836.7	1548102	701	3	701	70108	70107	EL RANCHO	7	701
3145	1624	71001	Potrerillos	13.98106391	-86.76633175	525234	1548057	710	3	710	71001	71000	POTRERILLOS	7	710
3146	1754	70313	El Obraje	13.98074742	-86.43275923	561257.7	1548022	703	3	703	70313	70312	EL OBRAJE	7	703
3147	1943	82502	Cofradia	13.98021391	-87.10522373	488636.8	1547963	825	3	825	82502	82501	COFRADIA	8	825
3149	2087	131506	San Jose	13.97789903	-88.49173014	338885.9	1547707	1315	3	1315	131506	131506	SAN JOSE	13	1315
3150	2177	100201	Camasca	13.97683201	-88.37982315	350974.3	1547589	1002	3	1002	100201	100200	CAMASCA	10	1002
3153	1660	81713	Tabla Grande	13.97225649	-86.92741577	507838.7	1547083	817	3	817	81713	81710	TABLON GRANDE	8	817
3154	2133	100203	El Carmen	13.97138841	-88.36373835	352708.4	1546987	1002	3	1002	100203	100201	EL CARMEN	10	1002
3155	1661	81711	Santa Ines	13.9712166	-86.97663688	502523.1	1546968	817	3	817	81711	81709	SANTA INES	8	817
3156	2086	131509	Santa Lucia o Guasquin	13.97047512	-88.5204822	335774.5	1546886	1315	3	1315	131509	131509	STA LUCIA O GUASQUIN	13	1315
3158	1847	82506	Linaca	13.97010437	-87.10139398	489049.9	1546845	825	3	825	82506	82505	LINACA	8	825
3159	2185	100305	Llano Grande	13.96976076	-88.30558489	358989.5	1546807	1003	3	1003	100305	100305	LLANO GRANDE	10	1003
3161	1856	80109	Concepcion de Rio Grande	13.96959799	-87.28245436	469496	1546789	801	3	801	80109	80109	CONCEPCION RIO GRAND	8	801
3162	1647	70104	El Chaguite de Oriente	13.96906448	-86.79867167	521742.7	1546730	701	3	701	70104	70101	CHAGUITE ORIENTE	7	701
3163	1864	81303	El Aguacatal	13.9689198	-87.37220432	459803.1	1546714	813	3	813	81303	81302	EL AGUACATAL	8	813
3164	1851	82503	Cuesta Grande	13.96837725	-87.05354071	494217.8	1546654	825	3	825	82503	82502	CUESTA GRANDE	8	825
3166	1707	70324	Jutiapa	13.96518524	-86.3971829	565104.2	1546301	703	3	703	70324	70319	JUTIAPA	7	703
3167	1542	71305	El Robledal	13.96410918	-86.60849524	542282.2	1546182	713	3	713	71305	71306	ROBLEDAL	7	713
3168	2134	100207	San Ignacio	13.96401876	-88.39428135	349404.1	1546172	1002	3	1002	100207	100203	SAN IGNACIO	10	1002
3169	1641	81703	El Limon	13.96376557	-86.9317009	507376.2	1546144	817	3	817	81703	81702	EL LIMON	8	817
3171	2363	120304	El Palmar	13.96080866	-87.98177714	393962.7	1545817	1203	3	1203	120304	120303	EL PALMAR	12	1203
3172	2176	100208	San Isidro	13.95883739	-88.41638921	347012.3	1545599	1002	0	1015	100208	100204	SAN ISIDRO	10	1002
3173	1649	70103	El Cordoncillo	13.95786079	-86.88206068	512737.6	1545491	701	3	701	70103	70104	EL CORDONCILLO	7	701
3174	2367	121003	El Paraiso	13.95777941	-87.85774667	407358.6	1545482	1210	3	1210	121003	121002	PARAISO	12	1210
3175	1536	71306	La Concepcion	13.95775228	-86.69516807	532922.4	1545479	713	3	713	71306	71304	CONCEPCION	7	713
3177	1848	82504	La Lima	13.95698367	-87.08262095	491076.8	1545394	825	3	825	82504	82503	LA LIMA	8	825
3178	2179	100209	San Juan de Dios	13.95633261	-88.38181512	350745.9	1545322	1002	3	1002	100209	100205	SN JUAN DE DIOS	10	1002
3181	1540	71301	San Matias	13.95444272	-86.6293661	540029.8	1545113	713	3	713	71301	71300	SAN MATIAS	7	713
3182	1538	71308	San Jeronimo	13.95392729	-86.65112974	537679.3	1545056	713	3	713	71308	71307	SAN JERONIMO	7	713
3183	1543	71302	Corral Falso	13.95323102	-86.59370799	543881.3	1544979	713	3	713	71302	71301	CORRAL FALSO	7	713
3184	1708	70325	La Lima	13.9522273	-86.35299785	569880.3	1544868	703	3	703	70325	70320	LIMA DE APALI	7	703
3185	1648	70112	El Zarzal	13.95189272	-86.84879468	516330.8	1544831	701	3	701	70112	70110	EL ZARZAL	7	701
3187	1546	70304	Arauli	13.94896294	-86.54529989	549110.6	1544507	703	3	703	70304	70303	ARAULI	7	703
3191	1860	81302	Aragua	13.94380869	-87.29097774	468572	1543937	813	3	813	81302	81301	ARAGUA	8	813
3194	2173	101005	San Jacinto	13.94216295	-88.428139	345731.8	1543755	1010	3	1010	101005	101004	SAN JACINTO	10	1010
3195	2175	101001	San Antonio	13.94180125	-88.47362128	340817.4	1543715	1010	3	1010	101001	101000	SAN ANTONIO	10	1010
3196	2187	100301	Colomoncagua	13.94112306	-88.27595805	362172.9	1543640	1003	3	1003	100301	100300	COLOMONCAGUA	10	1003
3197	1544	71307	Las Tunas	13.94053529	-86.57267709	546155.3	1543575	713	3	713	71307	71305	LAS TUNAS	7	713
3198	1650	70106	El Ocotal	13.93857306	-86.87827086	513148	1543358	701	3	701	70106	70105	EL OCOTAL	7	701
3200	2164	101505	San Marcos	13.936647	-88.4062607	348092	1543145	1015	3	1015	101505	101504	SAN MARCOS	10	1015
3201	1537	71303	El Espinito	13.93653849	-86.65724313	537021.8	1543133	713	3	713	71303	71302	EL ESPINITO	7	713
3205	2186	100304	Los Amates	13.93214381	-88.26685752	363150.8	1542647	1003	3	1003	100304	100303	LOS AMATES	10	1003
3206	2352	121305	Ocotillos	13.9316736	-87.72314991	421887.9	1542595	1213	3	1213	121305	121301	OCOTILLO	12	1213
3207	2366	121504	Los Hornos	13.93156509	-87.94620382	397792.3	1542583	1215	3	1215	121504	121503	LOS HORNOS	12	1215
3208	2407	120302	Azacualpa	13.93085977	-88.00398651	391549.7	1542505	1203	3	1203	120302	120301	AZACUALPA	12	1203
3210	2362	120201	Aguanqueterique	13.92903317	-87.66394785	428282.2	1542303	1202	3	1202	120201	120200	AGUANTEQUERIQUE	12	1202
3211	1852	82505	La Union	13.92793902	-87.03081234	496671.8	1542182	825	3	825	82505	82504	LA UNION	8	825
3212	1539	71304	El Guayacan	13.92607626	-86.64243607	538622.9	1541976	713	3	713	71304	71303	GUAYACAN	7	713
3214	1652	70101	Yuscaran	13.921772	-86.85253219	515929.2	1541500	701	3	701	70101	70100	YUSCARAN	7	701
3215	2353	121303	Horcones	13.92125658	-87.73576701	420521.4	1541443	1213	3	1213	121303	121303	HORCONES	12	1213
3216	1862	81307	Guerisne	13.92077732	-87.34773913	462437.5	1541390	813	3	813	81307	81306	GUERISNE	8	813
3218	1836	81804	El Horno	13.92005392	-87.19614504	478812.6	1541310	818	3	818	81804	81803	EL HORNO	8	818
3220	1541	71309	Santa Rosa	13.91921296	-86.60385069	542792.1	1541217	713	3	713	71309	71308	SANTA ROSA	7	713
3221	2172	101006	San Jose	13.91911349	-88.43296784	345194.7	1541206	1010	3	1010	101006	101005	SAN JOSE	10	1010
3222	2354	121302	El Quebrachal	13.91722359	-87.71952995	422274.1	1540997	1213	3	1213	121302	121302	QUEBRACHAL	12	1213
3223	1659	70506	Lavanderos	13.91716934	-86.94398084	506051.2	1540991	705	3	705	70506	70504	LAVANDEROS	7	705
3224	2128	100310	Vados de San Antonio	13.91674434	-88.31915964	357490.5	1540944	1003	3	1003	100310	100304	LOS VADOS DE SN ANTO	10	1003
3226	1653	70114	La Insula	13.91507146	-86.84779017	516441.9	1540759	701	3	701	70114	70112	LA INSULA	7	701
3227	1646	70111	El Teñidero	13.91491774	-86.77727582	524059	1540742	701	3	701	70111	70109	EL TENIDERO	7	701
3228	2163	100801	Magdalena	13.91377838	-88.37680958	351259.4	1540616	1008	3	1008	100801	100800	MAGDALENA	10	1008
3229	1645	70115	Las Crucitas	13.91372412	-86.75181196	526809.8	1540610	701	3	701	70115	70113	LAS CRUCITAS	7	701
3233	1866	81309	Saracaran	13.91074008	-87.41375284	455304.7	1540280	813	3	813	81309	81308	SACARAN	8	813
3234	1859	81301	Ojojona	13.91070391	-87.2977421	467836.8	1540276	813	3	813	81301	81300	OJOJONA	8	813
3235	2129	101003	El Cacahuatal	13.90894061	-88.46985097	341202.3	1540081	1010	3	1010	101003	101002	CACAHUATAL	10	1010
3236	1838	82204	La Bodega	13.90886826	-87.22902341	475259.9	1540073	822	3	822	82204	82204	LA BODEGA	8	822
3237	1858	82201	Santa Ana	13.9073039	-87.2722069	470594.8	1539900	822	3	822	82201	82200	SANTA ANA	8	822
3238	2368	120903	Las Lomas	13.90592039	-87.79974821	413603.9	1539747	1209	3	1209	120903	120902	LAS LOMAS	12	1209
3239	1654	70105	El Chaguite Sur	13.90365974	-86.85002949	516200.8	1539497	701	3	701	70105	70102	CHAGUITE SUR	7	701
3240	1705	70303	Apali	13.90168846	-86.42709696	561890.3	1539279	703	3	703	70303	70302	APALI	7	703
3241	1801	81510	Saracaran	13.901589	-87.414254	455248.8	1539268	815	3	815	81510	81509	SARACARAN	8	815
3242	1663	70504	Galeras	13.90075708	-86.97881749	502288.3	1539176	705	3	705	70504	70503	GALERAS	7	705
3243	2168	101501	Santa Lucia	13.89996133	-88.39004611	349820.2	1539088	1015	3	1015	101501	101500	SANTA LUCIA	10	1015
3245	2171	101002	Bañaderos	13.89837888	-88.45339523	342973.4	1538913	1010	3	1010	101002	101001	BANADEROS	10	1010
3246	2130	101502	Bañaderos	13.89677835	-88.44598701	343772.9	1538736	1015	3	1015	101502	101501	BANADEROS	10	1015
3247	2408	120305	Las Lajitas	13.89515972	-88.03456849	388228.7	1538557	1203	3	1203	120305	120304	LAJITAS	12	1203
3249	1839	82205	Nueva Arcadia	13.89416504	-87.23971504	474103.3	1538447	822	3	822	82205	82205	NUEVA ARCADIA	8	822
3250	1857	82202	Cicatacare	13.89362249	-87.26261783	471629	1538387	822	3	822	82202	82201	CICATARE	8	822
3251	1867	81505	La Guadalupe	13.89310706	-87.45310977	451049.4	1538330	815	3	815	81505	81504	LA GUADALUPE	8	815
3253	2166	101506	Santa Rita	13.89147035	-88.42207558	346353.4	1538149	1015	3	1015	101506	101505	SANTA RITA	10	1015
3254	2365	121502	Estancia	13.89133471	-87.92229866	400357.5	1538134	1215	3	1215	121502	121501	ESTANCIAS	12	1215
3255	2183	100307	San Marcos	13.89078312	-88.33020218	356281.3	1538073	1003	3	1003	100307	100307	SAN MARCOS	10	1003
3256	2370	120901	Mercedes de Oriente	13.8890379	-87.77707165	416047.7	1537880	1209	3	1209	120901	120900	MERCEDES DE ORIENTE	12	1209
3257	2181	100308	Santa Ana	13.88773577	-88.30057736	359480.8	1537736	1003	3	1003	100308	100308	SANTA ANA	10	1003
3259	1655	70118	Sabana Redonda	13.88711183	-86.84874613	516340.6	1537667	701	3	701	70118	70116	SABANA REDONDA	7	701
3260	2182	100303	Las Lomas	13.88645172	-88.348036	354351.4	1537594	1003	3	1003	100303	100302	LAS LOMAS	10	1003
3261	2364	121505	San Antonio	13.88558363	-87.99054373	392981.1	1537498	1215	3	1215	121505	121504	SAN ANTONIO	12	1215
3263	2406	121503	Juniguara	13.88479693	-88.00812162	391081.4	1537411	1215	3	1215	121503	121502	JUNIGUARA	12	1215
3264	2167	101504	Palacios	13.88387458	-88.40679473	347999.8	1537309	1015	3	1015	101504	101503	PALACIOS	10	1015
3265	2356	121102	Hato del Viejo	13.8823283	-87.6792119	426618.6	1537138	1211	3	1211	121102	121101	HATO DEL VIEJO	12	1211
3266	1664	70503	Casitas	13.88026659	-86.97833156	502341	1536910	705	3	705	70503	70502	CASITAS	7	705
3267	1656	70107	El Pericon	13.87880169	-86.84752326	516473.3	1536748	701	3	701	70107	70106	EL PERICON	7	701
3268	1844	81803	El Ciruelo	13.87765328	-87.16719105	481936.9	1536621	818	3	818	81803	81802	EL CIRUELO	8	818
3270	2162	100802	San Juan	13.87599849	-88.37320138	351625.2	1536438	1008	3	1008	100802	100801	SAN JUAN	10	1008
3271	2361	120202	Barrancaray	13.87430752	-87.65836998	428868	1536251	1202	3	1202	120202	120201	BARRANCARAY	12	1202
3272	1840	81801	San Buenaventura	13.87307773	-87.20067684	478318.7	1536115	818	3	818	81801	81800	SAN BUENAVENTURA	8	818
3273	1658	70102	El Barro	13.87301443	-86.87686776	513303.3	1536108	701	3	701	70102	70103	BARRO	7	701
3274	1553	70209	La Jagua	13.87195645	-86.69942434	532474.7	1535991	702	3	702	70209	70207	LA JAGUA	7	702
3275	1549	70410	Los Terrones	13.87078091	-86.56959271	546502.4	1535861	704	3	704	70410	70410	LOS TERRONES	7	704
3276	1644	70110	El Rodeo	13.86955112	-86.78129542	523629.4	1535725	701	3	701	70110	70108	EL RODEO	7	701
3277	1550	70402	Cuyali	13.86955112	-86.5389413	549814.4	1535725	704	3	704	70402	70401	CUYANLI	7	704
3278	2369	120902	La Golondrina	13.86743515	-87.76680931	417148.8	1535491	1209	3	1209	120902	120901	GOLONDRINA	12	1209
3279	2358	121104	Matapalo	13.86386332	-87.74180748	419849.1	1535096	1211	3	1211	121104	121103	MATAPALO	12	1211
3280	1657	70113	La Cienega	13.86193725	-86.85392137	515783.2	1534883	701	3	701	70113	70111	LA CIENEGA	7	701
3281	2360	121101	San Antonio del Norte	13.86149416	-87.70268381	424075.8	1534834	1211	3	1211	121101	121100	SAN ANTONIO DEL NORT	12	1211
3283	2349	120703	Las Minitas	13.85889893	-87.65283112	429461.8	1534547	1207	3	1207	120703	120703	LAS MINITAS	12	1207
3284	1665	70501	Guinope	13.8585101	-86.93587167	506928.9	1534504	705	3	705	70501	70500	GUINOPE	7	705
3285	2346	80403	Cunimisca	13.85621328	-87.57204254	438190.6	1534250	804	3	804	80403	80402	CUNIMISCA	8	804
3286	2165	101503	El Jicaral	13.85388029	-88.46127425	342091.8	1533992	1015	3	1015	101503	101502	EL JICARAL	10	1015
3287	2291	80404	El Portillo de San Juan Bosco	13.85363614	-87.52105101	443699.8	1533965	804	3	804	80404	80404	EL PORTILLO DE S JUA	8	804
3289	1666	70510	Silisgualagua	13.85042601	-86.90443325	510326.1	1533610	705	3	705	70510	70509	SILISGUALAGUA	7	705
3290	1704	70405	La Union	13.8501909	-86.49181484	554910.8	1533584	704	3	704	70405	70409	LA UNION	7	704
3291	1870	81306	Guasucaran	13.8487893	-87.3717242	459834.2	1533429	813	3	813	81306	81305	GUAZUCARAN	8	813
3292	1841	81610	La Trinidad	13.84691748	-87.24694431	473316.9	1533222	816	3	816	81610	81609	LA TRINIDAD	8	816
3293	1643	70910	Oreali	13.84583236	-86.79134319	522546.1	1533102	709	3	709	70910	70909	OREALI	7	709
3294	1871	81506	Sabanetas	13.84453927	-87.39534954	457280.6	1532959	815	3	815	81506	81505	SABANETA	8	815
3295	1552	70413	Santa Cruz	13.8437616	-86.63512003	539427.1	1532873	704	3	704	70413	70412	SANTA CRUZ	7	704
3296	2347	120704	Ojo de Agua	13.8408318	-87.63790408	431069.4	1532549	1207	3	1207	120704	120702	OJO DE AGUA	12	1207
3298	1556	70210	La Manzanilla	13.83728709	-86.71332719	530977.2	1532157	702	3	702	70210	70208	LA MANZANILLA	7	702
3299	1551	70401	El Paraiso	13.83632857	-86.55223089	548385.4	1532051	704	3	704	70401	70400	EL PARAISO	7	704
3300	2357	121105	Pitahayas	13.8337876	-87.7176253	422452.1	1531770	1211	3	1211	121105	121104	PITAYAS	12	1211
3301	1872	81502	Azacualpa	13.83191577	-87.44391013	452030.7	1531563	815	3	815	81502	81501	AZACUALPA	8	815
3302	1843	81802	El Calvario	13.83134609	-87.18332568	480189.8	1531500	818	3	818	81802	81801	EL CALVARIO	8	818
3303	2350	120701	Lauterique	13.83109289	-87.66076321	428596.2	1531472	1207	3	1207	120701	120700	LAUTERIQUE	12	1207
3304	1667	70505	Las Liquidambas	13.83094821	-86.96945867	503300.3	1531456	705	3	705	70505	70505	LAS DIQUIDAMBAS	7	705
3306	1557	70201	Alauca	13.82989927	-86.68565126	533968.9	1531340	702	3	702	70201	70200	ALAUCA	7	702
3307	1842	81604	El Calvario No.1	13.82928437	-87.199761	478413.6	1531272	816	3	816	81604	81603	EL CALVARIO # 1	8	816
3308	1534	70404	Granadillos	13.82926628	-86.49236374	554856.4	1531270	704	3	704	70404	70404	GRANADILLOS	7	704
3309	1703	70412	San Antonio de Conchagua	13.82823542	-86.45867459	558497.3	1531156	704	3	704	70412	70411	SAN ANTONIO CONCHAGU	7	704
3311	2344	80411	Lodo Negro	13.8269785	-87.60952692	434132	1531017	804	3	804	80411	80407	LODO NEGRO	8	804
3312	2345	80401	Curaren	13.82572157	-87.53233355	442473.8	1530878	804	3	804	80401	80400	CURAREN	8	804
3313	1555	70208	La Chichigua	13.82413911	-86.66667878	536020	1530703	702	3	702	70208	70206	LA CHICHIGUA	7	702
3314	1668	70508	Pacayas	13.82355134	-86.96556934	503720.7	1530638	705	3	705	70508	70507	PACAYAS	7	705
3315	1554	70213	Los Matasanos de Rio Arriba	13.82261995	-86.65354083	537440	1530535	702	3	702	70213	70212	RIO ARRIBA	7	702
3316	2348	120702	El Amate	13.81947311	-87.65503702	429211.5	1530187	1207	3	1207	120702	120701	EL AMATE	12	1207
3317	1558	70214	San Antonio	13.81301667	-86.68042828	534535.8	1529473	702	3	702	70214	70213	SAN ANTONIO	7	702
3318	1781	81204	Cuesta Chiquita	13.80994217	-87.18259179	480267.3	1529133	812	3	812	81204	81203	CUESTA CHIQUITA	8	812
3319	1780	81203	Barajana	13.80936344	-87.14408872	484428.3	1529069	812	3	812	81203	81202	BARAJANA	8	812
3320	1685	70902	Chaguite Grande	13.80920972	-86.90642196	510113	1529052	709	3	709	70902	70904	CHAGUITE GRANDE	7	709
3321	1764	70205	El Jicaro	13.80903791	-86.71161018	531166.5	1529033	702	3	702	70205	70204	EL JICARO	7	702
3322	1760	70407	Las Flores	13.80902887	-86.46051776	558302.9	1529032	704	3	704	70407	70406	LAS FLORES	7	704
3323	3582	170504	Las Delicias	13.80607192	-87.70957311	423313.2	1528705	1705	3	1705	170504	170503	LAS DELICIAS	17	1705
3324	3583	170501	Caridad	13.80471553	-87.69267332	425139.3	1528555	1705	3	1705	170501	170500	CARIDAD	17	1705
3326	1816	81501	Reitoca	13.80341339	-87.46553147	449688.1	1528411	815	3	815	81501	81500	REITOCA	8	815
3327	1779	81207	Salalica	13.80258146	-87.13089076	485854.2	1528319	812	3	812	81207	81206	SALALICA	8	812
3328	3584	170505	San Antonio	13.80090857	-87.67600345	426939.8	1528134	1705	3	1705	170505	170504	SAN ANTONIO	17	1705
3330	1821	81503	Cerro del Señor	13.80070059	-87.41605325	455035	1528111	815	3	815	81503	81502	CERRO DEL SENOR	8	815
3331	1770	70406	Las Cañas	13.7997059	-86.55743798	547830.2	1528001	704	3	704	70406	70405	LAS CANAS	7	704
3332	1535	70206	El Matapalo	13.79916334	-86.69900255	532530.4	1527941	702	3	702	70206	70211	MATAPALO	7	702
3333	1815	81504	El Rodeo	13.79864791	-87.48577386	447499.3	1527884	815	3	815	81504	81503	EL RODEO	8	815
3334	1680	70901	Oropoli	13.79817769	-86.82025613	519425.9	1527832	709	3	709	70901	70900	OROPOLI	7	709
3335	1829	81608	El Vino	13.79803301	-87.28460673	469240.9	1527816	816	3	816	81608	81607	EL VINO	8	816
3336	3572	80410	La Victorina	13.79658619	-87.58578436	436689.6	1527656	804	3	804	80410	80406	LA VICTORIA	8	804
3338	1767	70202	Buena Vista	13.79499468	-86.64594005	538265.9	1527480	702	3	702	70202	70201	BUENA VISTA	7	702
3339	1761	70409	Las Selvas	13.79489521	-86.41469358	563259.2	1527469	704	3	704	70409	70408	LAS SELVAS	7	704
3340	1771	70411	Los Volcanes	13.79434361	-86.5073569	553244.1	1527408	704	3	704	70411	70413	VOLCANES	7	704
3341	1688	70507	Mansaragua	13.79394573	-86.97100592	503133.6	1527364	705	3	705	70507	70506	MANSARAGUA	7	705
3342	1689	70509	Santa Rosa	13.79291487	-86.94473328	505973.1	1527250	705	3	705	70509	70508	SANTA ROSA	7	705
3343	1681	70905	El Deshecho	13.79252603	-86.81894937	519567.6	1527207	709	3	709	70905	70906	EL DESHECHO	7	709
3344	1687	70904	El Corralito	13.79229997	-86.91182111	509530.2	1527182	709	3	709	70904	70902	CORRALITO	7	709
3345	1774	81607	El Divisadero	13.79083506	-87.21651493	476599.3	1527020	816	3	816	81607	81606	EL DIVISADERO	8	816
3347	3568	80204	Rio Arriba	13.78958717	-87.50574703	445338.5	1526882	802	3	802	80204	80203	RIO ARRIBA	8	802
3348	3585	170503	La Esperanza	13.78732651	-87.67872777	426641.1	1526632	1705	3	1705	170503	170502	LA ESPERANZA	17	1705
3349	1686	70906	El Jicaro	13.78665735	-86.87306333	513719.4	1526558	709	3	709	70906	70907	EL JICARO	7	709
3350	1828	81613	San Antonio	13.78608766	-87.32280843	465110.4	1526495	816	3	816	81613	81612	SAN ANTONIO	8	816
3351	1830	81601	Sabanagrande	13.78574404	-87.26170463	471714.6	1526457	816	3	816	81601	81600	SABANAGRANDE	8	816
3352	1800	81605	El Calvario No.2	13.78355572	-87.29141814	468502.8	1526215	816	3	816	81605	81604	EL CALVARIO # 2	8	816
3353	1759	70403	Dificultades	13.78341104	-86.48824241	555312.6	1526199	704	3	704	70403	70402	DIFICULTADES	7	704
3355	1682	70909	Las Crucitas	13.78328444	-86.79659124	521984.9	1526185	709	3	709	70909	70903	CRUCITAS	7	709
3356	1533	70408	Las Manos	13.77796735	-86.57444574	545996.3	1525597	704	3	704	70408	70407	LAS MANOS	7	704
3357	1818	81508	San Jose del Naranjo	13.77739766	-87.45312885	451023.1	1525534	815	3	815	81508	81507	SN JOSE DEL NARANJO	8	815
3358	1831	81602	Apasinigua	13.77674659	-87.27043205	470770.2	1525462	816	3	816	81602	81601	APACINAGUA	8	816
3359	1769	70212	Las Manos	13.7764934	-86.58048977	545343.3	1525434	702	3	702	70212	70210	LAS MANOS	7	702
3360	3528	170502	Hondable No.1	13.77639393	-87.65092286	429643.2	1525423	1705	3	1705	170502	170501	HONDABLE #1	17	1705
3361	1782	81202	Adurasta	13.77502849	-87.16704647	481944.6	1525272	812	3	812	81202	81201	ADURASTA	8	812
3362	1817	80201	Alubaren	13.77476625	-87.46945742	449257.6	1525243	802	3	802	80201	80200	ALUBAREN	8	802
3363	1768	70211	Las Limas	13.77470295	-86.61572415	541535.2	1525236	702	3	702	70211	70209	LAS LIMAS	7	702
3364	1775	81603	Dulce Nombre	13.77431412	-87.23709973	474372.7	1525193	816	3	816	81603	81602	DULCE NOMBRE	8	816
3365	3571	80406	Emituca	13.77220717	-87.5521422	440319.5	1524960	804	3	804	80406	80403	EMITUCA	8	804
3366	1783	81206	Las Piñuelas	13.77101354	-87.1858005	479917.2	1524828	812	3	812	81206	81205	PINUELAS	8	812
3367	1765	70203	Chaguite Grande	13.77085982	-86.69958655	532471.2	1524811	702	3	702	70203	70202	CHAGUITE GRANDE	7	702
3369	1824	81606	El Carrizal	13.76978374	-87.34184045	463050.8	1524692	816	3	816	81606	81605	EL CARRIZAL	8	816
3370	1690	70502	Arrayanes	13.7695215	-86.91056866	509666.5	1524663	705	3	705	70502	70501	ARRAYANES	7	705
3371	1763	70207	El Pedregalito	13.7652624	-86.71511846	530793.1	1524192	702	3	702	70207	70205	EL PEDREGALITO	7	702
3372	1822	81509	Santa Cruz	13.7645209	-87.4020438	456542.4	1524110	815	3	815	81509	81508	SANTA CRUZ	8	815
3373	1766	70204	Chinampa o Chilampa	13.76151873	-86.6694201	535733.3	1523778	702	3	702	70204	70203	CHINAMPA O CHILAMPA	7	702
3374	3580	80405	El Porvenir	13.76150969	-87.63822291	431011.6	1523777	804	3	804	80405	80412	EL PORVENIR	8	804
3375	1683	70907	La Mesa	13.76097617	-86.86029004	515101.6	1523718	709	3	709	70907	70908	LA MESA	7	709
3376	3586	170411	Solubre	13.75881497	-87.69277931	425113.2	1523479	1704	3	1704	170411	170409	SOLUBRE	17	1704
3377	1832	81609	La Ceiba	13.75786549	-87.28032658	469698.3	1523374	816	3	816	81609	81608	LA CEIBA	8	816
3378	1684	70903	El Barro	13.75735006	-86.87144171	513896.4	1523317	709	3	709	70903	70905	EL BARRO	7	709
3379	1786	71204	Junacatal	13.75668994	-87.01350302	498540.4	1523244	712	3	712	71204	71203	JUNACATAL	7	712
3380	1691	71206	Los Quebrachos	13.7528468	-86.91860211	508798.8	1522819	712	3	712	71206	71205	LOS QUEBRACHOS	7	712
3381	1670	70911	Samayare	13.74809035	-86.77782506	524016.8	1522293	709	3	709	70911	70910	SAMAYARE	7	709
3382	3573	80415	San Marcos	13.7472313	-87.58672691	436574.4	1522198	804	3	804	80415	80410	SAN MARCOS	8	804
3384	1819	80202	La Concepcion	13.74438285	-87.44876656	451487.8	1521883	802	3	802	80202	80202	LOS TABLONES	8	802
3386	1825	80802	El Porvenir	13.74019608	-87.34500084	462704.5	1521420	808	3	808	80802	81001	COATO	8	810
3388	1669	70908	Las Casitas	13.73911096	-86.83931652	517370.3	1521300	709	3	709	70908	70901	LAS CASITAS	7	709
3392	1785	81201	Nueva Armenia	13.73514122	-87.1649507	482168.1	1520861	812	3	812	81201	81200	NUEVA ARMENIA	8	812
3393	1833	80801	La Venta	13.73471621	-87.31331105	466129.5	1520814	808	3	808	80801	80800	LA VENTA	8	808
3394	1692	71209	Surule	13.73294384	-86.87044492	514005.6	1520618	712	3	712	71209	71208	SURULE	7	712
3395	3590	170408	Macuelizo	13.73121669	-87.69967216	424359.2	1520427	1704	3	1704	170408	170407	MACUELIZO	17	1704
3396	3588	170412	Tierra Blanca	13.73102679	-87.71156728	423073.1	1520406	1704	3	1704	170412	170411	TIERRA BLANCA	17	1704
3397	1672	71108	Quebrada Grande	13.73080976	-86.80776913	520781.4	1520382	711	3	711	71108	71107	QUEBRADA GRANDE	7	711
